ticker,exchange,website
4220,GCC,https://www.kaec.net
2050,GCC,https://www.savola.com
4017,GCC,https://dsfhjeddah.fakeeh.care
GFH,GCC,https://gfh.com
2381,GCC,https://www.arabdrill.com
4321,GCC,https://centers.cenomi.com
2350,GCC,https://www.saudikayan.com
STC,GCC,https://www.stc.com.kw
ETIHADENERGY,GCC,https://www.gulfnav.com
ALEC,GCC,https://www.alec.ae
TABREED,GCC,https://www.tabreed.ae
ALANSARI,GCC,https://aafs.ae
4072,GCC,https://www.mbc.net
BOURSA,GCC,https://www.boursakuwait.com.kw
1321,GCC,https://www.eastpipes.com
2270,GCC,https://www.sadafco.com
2230,GCC,https://www.saudichemical.com
7200,GCC,https://www.mis.com.sa
NIND,GCC,https://www.nig.com.kw
QATI,GCC,https://qic-group.com
1322,GCC,https://www.amak.com.sa
2060,GCC,https://www.tasnee.com
6004,GCC,https://www.catrion.com/ar
2330,GCC,https://advancedpetrochem.com
4322,GCC,https://retal.com.sa
4020,GCC,https://www.al-akaria.com
DTC,GCC,https://www.dubaitaxi.ae
1810,GCC,https://www.seera.sa
4210,GCC,https://www.srmg.com
4291,GCC,https://edu.com.sa
4031,GCC,https://www.saudiags.com
4161,GCC,https://www.bindawoodholding.com
KRE,GCC,https://www.aqarat.com.kw
4084,GCC,https://web.derayah.com
KIB,GCC,https://www.kib.com.kw
4018,GCC,https://almoosahealthgroup.org
2080,GCC,https://www.gasco.com.sa
4003,GCC,https://www.extra.com
4005,GCC,https://www.care.med.sa
AHCS,GCC,https://www.aamal.com.qa
3020,GCC,https://www.yamamacement.com
3040,GCC,https://www.qcc.com.sa
4001,GCC,https://www.othaimmarkets.com
4071,GCC,https://al-arabia.com
URC,GCC,https://www.urc.com.kw
JAZEERA,GCC,https://www.jazeeraairways.com
SPINNEYS,GCC,https://www.spinneys.com
3030,GCC,https://saudicement.com.sa
KPROJ,GCC,https://kipco.com
BPCC,GCC,https://www.boubyan.com
CABLE,GCC,https://www.gulfcable.com
6010,GCC,https://www.nadec.com
ALTIJARIA,GCC,https://www.altijaria.com
MKHZN,GCC,https://makhazen.com
8200,GCC,https://saudire.net
4150,GCC,https://riyadh.dev
ALG,GCC,https://alg.com.kw
4007,GCC,https://alhammadi.com
4310,GCC,https://www.madinahkec.com
GINS,GCC,https://www.gulfinsgroup.com
MEZZAN,GCC,https://www.mezzan.com
4019,GCC,https://www.smc.com.sa
UNIONCOOP,GCC,https://www.unioncoop.ae
2320,GCC,https://www.al-babtain.com.sa
2081,GCC,https://www.awpt.com.sa
1830,GCC,https://www.leejam.com.sa
HUMANSOFT,GCC,https://www.human-soft.com
ZHCD,GCC,https://zad.qa/ar/homepage
GISS,GCC,https://www.gis.com.qa
ARZAN,GCC,https://arzan.com.kw
AJMANBANK,GCC,https://www.ajmanbank.ae
4162,GCC,https://www.almunajemfoods.com
KCEM,GCC,https://kuwaitcement.com
4163,GCC,https://www.al-dawaa.com.sa
2070,GCC,https://www.spimaco.com.sa
AMANAT,GCC,https://amanat.com
DEYAAR,GCC,https://www.deyaar.ae
QFBQ,GCC,https://www.leshabank.com
TAALEEM,GCC,https://www.taaleem.ae
4165,GCC,https://sa.almajed4oud.com
UDCD,GCC,https://www.udcqatar.com
4260,GCC,https://www.budgetsaudi.com
NRE,GCC,https://www.nrec.com.kw
TAMINV,GCC,https://www.tamdeen.com
4050,GCC,https://www.sasco.com.sa
TROLLEY,GCC,https://trolley.com.kw
4009,GCC,https://saudigermanhealth.com/en
7040,GCC,https://www.go.com.sa
UPP,GCC,https://www.up.ae
1831,GCC,https://www.maharah.com
SRE,GCC,https://www.salhia.com
2283,GCC,https://www.firstmills.com
BLDN,GCC,https://baladna.com
MERS,GCC,https://group.almeera.com.qa
2190,GCC,https://sisco.com.sa
4146,GCC,https://gasarabian.com
IFAHR,GCC,https://www.ifahotelsresorts.com
3092,GCC,https://www.riyadhcement.com.sa
6017,GCC,https://jahezgroup.com
1320,GCC,https://www.sspipe.com
GIH,GCC,https://www.gih.com.kw
3050,GCC,https://www.spcc.sa
DRC,GCC,https://pepsidrc.com
NOOR,GCC,https://noorinvestment.com
2040,GCC,https://www.saudiceramics.com
NINV,GCC,https://www.nic.com.kw
SUKOON,GCC,https://www.sukoon.com
IFA,GCC,https://www.ifakuwait.com
1834,GCC,https://www.smasco.com
ARMX,GCC,https://www.aramex.com
MCCS,GCC,https://mannai.com
2285,GCC,https://www.arabianmills.com
6019,GCC,https://masareducation.com
ACICO,GCC,https://www.acicogroup.com
3060,GCC,https://www.yanbucement.com
2084,GCC,https://www.miahona.com
2300,GCC,https://saudipaper.com
2284,GCC,https://modernmills.com.sa
AAYAN,GCC,https://www.aayan.com
4192,GCC,https://alsaifgallery.com
3010,GCC,https://www.arabiancement.com.sa
4327,GCC,https://alramzre.com
1302,GCC,https://www.bawan.com.sa
4083,GCC,https://www.unitedholding.com.sa
4340,GCC,https://www.alrajhi-capital.com
3080,GCC,https://www.epcco.com.sa
MIDAN,GCC,https://www.maidangroup.com
2286,GCC,https://www.mc4.com.sa
MEZA,GCC,https://www.meeza.net
9557,GCC,https://www.edaratgroup.com
1833,GCC,https://www.mawarid.com.sa
8030,GCC,https://www.medgulf.com.sa
4016,GCC,https://www.avalonpharmaceutical.com
DIGITUS,GCC,https://digitusg.com
4326,GCC,https://www.almajdiah.com
1304,GCC,https://www.yamsteel.com
AINS,GCC,https://www.alahleia.com/indexen.aspx
7204,GCC,https://www.2p.com.sa
4292,GCC,https://ataa.sa
TAM,GCC,https://www.tamdeen.com
CGC,GCC,https://www.cgc-kw.com
2240,GCC,https://senaat.com/en/
2170,GCC,https://alujain.sa
AZNOULA,GCC,https://aznoula.com
9590,GCC,https://www.armahsports.com
QNCD,GCC,https://www.qatarcement.com
AMLAK,GCC,https://www.amlakfinance.com
ALFTAQA,GCC,https://www.actionenergykw.com
4262,GCC,https://www.lumirental.com
QIGD,GCC,https://www.qatariinvestors.com
DIN,GCC,https://www.dubins.ae
QGRI,GCC,https://www.qgirco.com
MCGS,GCC,https://www.medicare.com.qa
FACIL,GCC,https://www.cfc-kw.com
OULAFUEL,GCC,https://www.oula1.com
SHIP,GCC,https://www.heisco.com
8250,GCC,https://www.gig.sa
9523,GCC,https://www.g5ps.com
NAPESCO,GCC,https://www.napesco.com
NCC,GCC,https://nationalcement.ae
3003,GCC,https://www.citycement.sa
4193,GCC,https://group.niceonesa.com
4261,GCC,https://www.theebonline.com
4344,GCC,https://www.sedcocapital.com/reit
4240,GCC,https://www.cenomiretail.com
1202,GCC,https://www.mepco.biz
KUWAITRE,GCC,https://kuwaitre.com
2200,GCC,https://www.arabian-pipes.com
1183,GCC,https://shlfinance.com
DOHI,GCC,https://www.dig.qa
4012,GCC,https://www.alaseel.com.sa
KCIN,GCC,https://corporate.kncc.com
4040,GCC,https://www.saptco.com.sa
SOOR,GCC,https://www.soor.com.kw
4323,GCC,https://www.sumou.com.sa
9535,GCC,https://www.ladun.sa/
KINS,GCC,https://www.kic-kw.com
GWCS,GCC,https://www.gwclogistics.com
IPG,GCC,https://www.ipg.com.kw
INTEGRATED,GCC,https://www.integrated-me.com
4320,GCC,https://alandalus.com.sa
6070,GCC,https://www.aljouf.com.sa
QISI,GCC,https://www.qiic.com.qa
4143,GCC,https://altaiseer.com
8060,GCC,https://www.walaa.com
KINV,GCC,https://www.kic.com.kw
7211,GCC,https://azm.sa
ATC,GCC,https://www.atc.com.kw
4110,GCC,https://batic.sa
BEYOUT,GCC,https://www.bigholding.com
3004,GCC,https://www.nrc.com.sa
1835,GCC,https://www.tamkeenhr.com
2281,GCC,https://www.tanmiah.com
NICBM,GCC,https://www.nicbm.com
4230,GCC,https://redseaintl.com
2150,GCC,https://zoujajglass.com
2370,GCC,https://www.mesccables.com
ARKAN,GCC,https://arkanalkuwait.com
9601,GCC,https://alrasheedco.com.sa
6001,GCC,https://www.halwani.com.sa
4081,GCC,https://nayifat.com
2282,GCC,https://naqiwater.com
4080,GCC,https://sinadholding.com
QIMD,GCC,https://www.qimc.com.qa
2140,GCC,https://ayyan.com.sa
2110,GCC,https://www.saudicable.com
1323,GCC,https://www.ucic.com.sa
9540,GCC,https://www.tadweeer.com
9610,GCC,https://the1stavenue.com.sa
SANAM,GCC,https://www.sanam.com
2120,GCC,https://saic.com.sa
NGI,GCC,https://ngi.ae
6014,GCC,https://www.alamar.com
2340,GCC,https://www.carpets.com
9559,GCC,https://www.balady-sa.com
ALIMTIAZ,GCC,https://www.alimtiaz.com
RASIYAT,GCC,https://rasiyat.com
4170,GCC,https://www.shamstourism.com.sa
8070,GCC,https://www.der3.com
3002,GCC,https://www.najrancement.com
JTC,GCC,https://www.jtckw.com
ALKOUT,GCC,https://www.alkoutprojects.com
4290,GCC,https://www.alkhaleej.com.sa
9649,GCC,https://jamjoomfashion.com
6002,GCC,https://www.herfy.com
SIIS,GCC,https://www.siis.com
1214,GCC,https://www.shaker.com.sa
9541,GCC,https://aol.edu.sa
AAYANRE,GCC,https://www.aayanre.com
ASC,GCC,https://www.asc-me.net
BEMA,GCC,https://beema.com.qa
4338,GCC,https://www.alahlireit.com
4014,GCC,https://www.smeh.com.sa
MUNSHAAT,GCC,https://www.munshaat.com
UPAC,GCC,https://www.upac.com.kw
1182,GCC,https://www.amlakint.com
4191,GCC,https://www.abomoati.com
4330,GCC,https://www.riyadcapital.com/en/asset-management/public-funds/reits/riyad-reit
4144,GCC,https://raoomco.com
ARABREC,GCC,https://www.arec-kwt.com
ALRAMZ,GCC,https://www.alramz.ae
CLEANING,GCC,https://nationalcleaning.com
QLMI,GCC,https://qlm.com.qa
9544,GCC,https://new.fc.med.sa
4008,GCC,https://www.saco.sa
BAITAKREIT,GCC,https://www.kfhcapital.com.kw/kfhc_reit_ar.cms
1324,GCC,https://www.salrashed.com.sa
2030,GCC,https://almasafi.com.sa
AKHI,GCC,https://www.alkhaleej.com
MARKAZ,GCC,https://www.markaz.com/en/
4145,GCC,https://www.obeikanglass.sa
TIJARA,GCC,https://www.tijara.com.kw
9521,GCC,https://www.enmaalrwabi.com
AREEC,GCC,https://www.ajial-realestate.com
2287,GCC,https://www.entaj.com
3005,GCC,https://uacc.com.sa
8040,GCC,https://www.mutakamela.sa
7205,GCC,https://addar-bs.com
9583,GCC,https://www.ugc.com.sa
ALDEERA,GCC,https://www.aldeeraholding.com
SHUAA,GCC,https://www.shuaa.com
8240,GCC,https://www.chubb.com/sa-en
9655,GCC,https://msga.co
8012,GCC,https://www.aljaziratakaful.com.sa
9640,GCC,https://www.asasmakeen.com
4148,GCC,https://www.alwasail.com
9637,GCC,https://axs.sa
4194,GCC,https://www.mhg-int.com
ALSAFAT,GCC,https://www.alsafatinvest.com
KAMCO,GCC,https://www.kamconline.com
PCEM,GCC,https://portlandkw.co
ALOLA,GCC,https://www.fic.com.kw
