ticker,exchange,fiscal_month
1833,TSE,3
1879,TSE,3
1939,TSE,3
1963,TSE,3
2282,TSE,3
2331,TSE,3
2379,TSE,2
2588,TSE,3
2602,TSE,3
2726,TSE,2
3360,TSE,3
3891,TSE,3
4565,TSE,12
4956,TSE,3
6258,TSE,3
6387,TSE,7
6651,TSE,3
6859,TSE,3
7575,TSE,3
7611,TSE,2
7917,TSE,3
8131,TSE,3
8173,TSE,3
8255,TSE,3
8707,TSE,3
8715,TSE,3
9247,TSE,3
9304,TSE,3
9543,TSE,12
9997,TSE,3
